'schluessel','lfdnr','baumnr','ortsteil','plz','strasse','hausnr','xkoord','ykoord','l_geogr','b_geogr','bsgroesse','baumartbot','baumartdt','buegel','buegelerf','bsmulch','bssplitt','bserw','bsfraesen','material','bemerk','status','id','version','pflanzp','spendenstatus','reserviert_bis'
'0513H175','175','27','Staaken','13591','Am Heideberg','Ungewweg','7462','24103',13.145821588000000000,52.543017332000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5283,0,3,NULL,NULL
'0513H176','176','63(zwALK 63/64)','Staaken','13591','Am Heideberg','Ungewweg','7465','24124',13.145863745000000000,52.543206222000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5284,0,3,NULL,NULL
'0513H177','177','zw. 67/68(ALK66)','Staaken','13591','Ungewitterweg','73','7319','24039',13.143720166000000000,52.542433636000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5285,0,3,NULL,NULL
'0513H178','178','zw. 75/76(ALK73/74)','Staaken','13591','Ungewitterweg','67','7366','24047',13.144412121000000000,52.542508349000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5286,0,3,NULL,NULL
'0513H179','179','zw. 77/78(ALK74/76)','Staaken','13591','Ungewitterweg','67','7379','24052',13.144603238000000000,52.542554060000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5287,0,3,NULL,NULL
'0513H180','180','zw. 77/78(ALK74/76)','Staaken','13591','Ungewitterweg','67','7386','24055',13.144706118000000000,52.542581439000000000,'','Aesculus carn. \"Briotii\"','Scharlach-Kastanie','nein','ja','','','','','',NULL,NULL,5288,0,3,NULL,NULL
'0513H181','181','9','Wilhelmstadt','13595','Wörther Straße','12','11173','21728',13.200726234000000000,52.521884357000000000,'2','Acer pl. \"Emerald Qu.\"','Kegelförmiger Spitzahorn','nein','ja','','','','','',NULL,NULL,5289,0,3,'GESPENDET',NULL
'0513H182','182','30','Wilhelmstadt','13595','Wörther Straße','37','11142','22010',13.200244997000000000,52.524416853000000000,'2','Acer pl. \"Emerald Qu.\"','Kegelförmiger Spitzahorn','nein','ja','','','ja','','',NULL,NULL,5290,0,3,'GESPENDET',NULL
'0513H183','183','33','Wilhelmstadt','13595','Wörther Straße','35','11143','21987',13.200261732000000000,52.524210221000000000,'2','Acer pl. \"Emerald Qu.\"','Kegelförmiger Spitzahorn','nein','ja','','','','','',NULL,NULL,5291,0,3,'GESPENDET',NULL
'0513H184','184','56','Wilhelmstadt','13595','Wörther Straße','1','11160','21667',13.200540016000000000,52.521335502000000000,'2','Acer pl. \"Emerald Qu.\"','Kegelförmiger Spitzahorn','nein','ja','','','ja','','',NULL,NULL,5292,0,3,'GESPENDET',NULL
'0513H185','185','13','Wilhelmst.','13593','Steinmeisterweg','21','9225','20781',13.172115431000000000,52.513267607000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5293,0,3,'GESPENDET',NULL
'0513H186','186','21','Wilhelmst.','13593','Steinmeisterweg','29','9285','20859',13.172991982000000000,52.513971928000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5294,0,3,NULL,NULL
'0513H187','187','23','Wilhelmst.','13593','Steinmeisterweg','31','9293','20866',13.173109172000000000,52.514035284000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5295,0,3,NULL,NULL
'0513H188','188','24','Wilhelmst.','13593','Steinmeisterweg','33','9323','20906',13.173547367000000000,52.514396428000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5296,0,3,NULL,NULL
'0513H189','189','26','Wilhelmst.','13593','Steinmeisterweg','37 A','9339','20926',13.173781197000000000,52.514577056000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5297,0,3,NULL,NULL
'0513H190','190','27','Wilhelmst.','13593','Steinmeisterweg','39','9346','20935',13.173883475000000000,52.514658327000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5298,0,3,NULL,NULL
'0513H191','191','28','Wilhelmst.','13593','Steinmeisterweg','39','9354','20945',13.174000392000000000,52.514748641000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5299,0,3,NULL,NULL
'0513H192','192','36','Wilhelmst.','13593','Steinmeisterweg','43','9410','21017',13.174818634000000000,52.515398805000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5300,0,3,NULL,NULL
'0513H193','193','52','Wilhelmst.','13593','Steinmeisterweg','61','9526','21163',13.176513931000000000,52.516717315000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5301,0,3,NULL,NULL
'0513H194','194','59','Wilhelmst.','13593','Steinmeisterweg','54','9457','21087',13.175504511000000000,52.516030487000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5302,0,3,NULL,NULL
'0513H195','195','60','Wilhelmst.','13593','Steinmeisterweg','50','9452','21080',13.175431504000000000,52.515967302000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5303,0,3,NULL,NULL
'0513H196','196','68','Wilhelmst.','13593','Steinmeisterweg','40','9370','20977',13.174233118000000000,52.515037103000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5304,0,3,NULL,NULL
'0513H197','197','80','Wilhelmst.','13593','Steinmeisterweg','28','9275','20860',13.172844592000000000,52.513980350000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5305,0,3,NULL,NULL
'0513H198','198','82','Wilhelmst.','13593','Steinmeisterweg','14','9174','20728',13.171369149000000000,52.512788446000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5306,0,3,NULL,NULL
'0513H199','199','83','Wilhelmst.','13593','Steinmeisterweg','14','9168','20723',13.171281238000000000,52.512743175000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5307,0,3,NULL,NULL
'0513H200','200','85','Wilhelmst.','13593','Steinmeisterweg','10','9157','20707',13.171120702000000000,52.512598771000000000,'2,5','Acer camp.\"Huibers Elegant\"','Feldahorn','nein','','ja','','','','',NULL,NULL,5308,0,3,NULL,NULL
'0613H004','4','','Zehlendorf','14169','Am Fischtal','31','15097','13479',13.259154531000000000,52.447949114000000000,'','Betula pendula','Sand-Birke','x','','x','','','','',NULL,NULL,5312,0,3,NULL,NULL
'0613H005','5','','Zehlendorf','14169','Am Fischtal','55','15057','13369',13.258574459000000000,52.446958771000000000,'','Betula pendula','Sand-Birke','','','x','','','','Baumbügel erforderlich',NULL,NULL,5313,0,3,NULL,NULL
'0613H006','6','','Zehlendorf','14169','Am Fischtal','ggü 56','15055','13359',13.258545793000000000,52.446868814000000000,'','Betula pendula','Sand-Birke','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5314,0,3,NULL,NULL
'0613H007','7','','Zehlendorf','14169','Am Fischtal','ggü 56','15046','13339',13.258414925000000000,52.446688673000000000,'','Betula pendula','Sand-Birke','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5315,0,3,NULL,NULL
'0613H008','8','','Zehlendorf','14169','Am Fischtal','63','14992','13282',13.257625007000000000,52.446173968000000000,'','Betula pendula','Sand-Birke','','','x','','','','Baumbügel erforderlich',NULL,NULL,5316,0,3,NULL,NULL
'0613H009','9','','Zehlendorf','14169','Am Fischtal','66','14978','13269',13.257420083000000000,52.446056501000000000,'','Betula pendula','Sand-Birke','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5317,0,3,NULL,NULL
'0613H010','10','','Zehlendorf','14169','Am Fischtal','89','14103','13170',13.244559045000000000,52.445125974000000000,'','Betula pendula','Sand-Birke','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5318,0,3,NULL,NULL
'0613H011','11','','Zehlendorf','14169','Am Fischtal','90','14766','13151',13.254311110000000000,52.444986322000000000,'','Betula pendula','Sand-Birke','','','x','','','','Baumbügel erforderlich',NULL,NULL,5319,0,3,NULL,NULL
'0613H012','12','','Zehlendorf','14169','Am Fischtal','90','14479','13146',13.250090648000000000,52.444928030000000000,'','Betula pendula','Sand-Birke','','','x','','','','Baumbügel erforderlich',NULL,NULL,5320,0,3,NULL,NULL
'0613H017','17','','Steglitz','12163','Markelstraße','11','19530','15280',13.324243539000000000,52.464318438000000000,'','Tilia cordata','Winterlinde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5325,0,3,NULL,NULL
'0613H018','18','','Steglitz','12163','Markelstraße','13','19488','15300',13.323624347000000000,52.464496588000000000,'','Tilia cordata','Winterlinde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5326,0,3,'GESPENDET','2013-08-08 00:00:00'
'0613H019','19','','Steglitz','12163','Markelstraße','23','19237','15426',13.319923430000000000,52.465619375000000000,'','Tilia cordata','Winterlinde','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5327,0,3,NULL,NULL
'0613H020','20','','Steglitz','12163','Markelstraße','23','19256','15436',13.320202367000000000,52.465709964000000000,'','Tilia cordata','Winterlinde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5328,0,3,NULL,NULL
'0613H021','21','','Steglitz','12163','Markelstraße','52','19473','15297',13.323403832000000000,52.464469063000000000,'','Tilia cordata','Winterlinde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5329,0,3,'GESPENDET','2013-05-25 00:00:00'
'0613H022','22','','Steglitz','12163','Markelstraße','52','19485','15289',13.323580886000000000,52.464397623000000000,'','Tilia cordata','Winterlinde','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5330,0,3,'GESPENDET','2013-06-11 00:00:00'
'0613H023','23','','Lichterfelde','12205','Murtener Straße','26','17499','11508',13.294615823000000000,52.430341108000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5331,0,3,NULL,NULL
'0613H024','24','','Lichterfelde','12205','Murtener Straße','26','17486','11508',13.294424698000000000,52.430340572000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5332,0,3,NULL,NULL
'0613H025','25','','Lichterfelde','12205','Murtener Straße','26','17476','11509',13.294277611000000000,52.430349145000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5333,0,3,NULL,NULL
'0613H026','26','','Lichterfelde','12205','Murtener Straße','25','17499','11510',13.294615688000000000,52.430359081000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5334,0,3,NULL,NULL
'0613H027','27','','Lichterfelde','12205','Murtener Straße','25','17435','11512',13.293674628000000000,52.430374410000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5335,0,3,NULL,NULL
'0613H028','28','','Lichterfelde','12205','Murtener Straße','2','17401','11523',13.293174016000000000,52.430471854000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5336,0,3,NULL,NULL
'0613H029','29','','Lichterfelde','12205','Murtener Straße','12','17140','11533',13.289336112000000000,52.430550839000000000,'','Aesculus carnea','Purpur-Kastanie','','','x','','','','',NULL,NULL,5337,0,3,NULL,NULL
'0613H030','30','','Zehlendorf','14167','Mühlenstraße','8','15266','11459',13.261790087000000000,52.429804059000000000,'','Tilia cordata','Winterlinde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5338,0,3,NULL,NULL
'0613H031','31','','Zehlendorf','14167','Mühlenstraße','9','15425','11532',13.264122282000000000,52.430467263000000000,'','Tilia cordata','Winterlinde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5339,0,3,NULL,NULL
'0613H032','32','','Zehlendorf','14167','Mühlenstraße','13','15500','11539',13.265224414000000000,52.430533543000000000,'','Tilia cordata','Winterlinde','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5340,0,3,NULL,NULL
'0613H033','33','','Zehlendorf','14167','Mühlenstraße','16','15624','11557',13.267046144000000000,52.430700857000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5341,0,3,NULL,NULL
'0613H034','34','','Zehlendorf','14167','Mühlenstraße','17','15634','11548',13.267193822000000000,52.430620425000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5342,0,3,NULL,NULL
'0613H035','35','','Zehlendorf','14167','Mühlenstraße','17a','15649','11548',13.267414352000000000,52.430621095000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5343,0,3,NULL,NULL
'0613H036','36','','Zehlendorf','14167','Mühlenstraße','20','15736','11562',13.268692408000000000,52.430750784000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5344,0,3,NULL,NULL
'0613H037','37','','Zehlendorf','14167','Mühlenstraße','38/38a','16145','11591',13.274703476000000000,52.431029438000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5345,0,3,NULL,NULL
'0613H038','38','','Zehlendorf','14167','Mühlenstraße','42','16165','11616',13.274995732000000000,52.431254976000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5346,0,3,NULL,NULL
'0613H039','39','','Zehlendorf','14167','Mühlenstraße','50/52','16257','11655',13.276345559000000000,52.431609464000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5347,0,3,NULL,NULL
'0613H040','40','','Zehlendorf','14167','Mühlenstraße','ggü 53','16296','11671',13.276917813000000000,52.431754945000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5348,0,3,NULL,NULL
'0613H041','41','','Zehlendorf','14167','Mühlenstraße','ggü 65','16434','11731',13.278942501000000000,52.432300119000000000,'','Prunus avium \"Plena\"','Vogel-Kirsche','','','x','','','','Baumbügel erforderlich',NULL,NULL,5349,0,3,NULL,NULL
'0613H043','43','','Lichterfelde','12205','Baseler Straße','18','17572','12746',13.295605725000000000,52.441469461000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5351,0,3,'GESPENDET',NULL
'0613H044','44','','Lichterfelde','12205','Baseler Straße','20','17571','12728',13.295592232000000000,52.441307662000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5352,0,3,'GESPENDET',NULL
'0613H045','45','','Lichterfelde','12205','Baseler Straße','35','17567','12520',13.295547418000000000,52.439438297000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5353,0,3,'GESPENDET','2013-09-12 00:00:00'
'0613H046','46','','Lichterfelde','12206','Baseler Straße','35','17567','12500',13.295548765000000000,52.439258567000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5354,0,3,NULL,NULL
'0613H047','47','','Lichterfelde','12205','Baseler Straße','57','17551','12194',13.295334108000000000,52.436508025000000000,'','Aesculus hippocastanum','Roßkastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5355,0,3,NULL,NULL
'0613H048','48','','Lichterfelde','12205','Baseler Straße','58','17544','12201',13.295230708000000000,52.436570643000000000,'','Aesculus hippocastanum','Roßkastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5356,0,3,NULL,NULL
'0613H049','49','','Lichterfelde','12205','Baseler Straße','74','17536','12048',13.295123392000000000,52.435195372000000000,'','Aesculus hippocastanum','Roßkastanie','','','x','','','','Baumbügel erforderlich',NULL,NULL,5357,0,3,NULL,NULL
'0613H050','50','','Lichterfelde','12205','Baseler Straße','102','17522','11726',13.294939264000000000,52.432301126000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','x','','Baumbügel erforderlich',NULL,NULL,5358,0,3,'GESPENDET',NULL
'0613H051','51','','Lichterfelde','12205','Baseler Straße','122','17509','11493',13.294763855000000000,52.430206723000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5359,0,3,NULL,NULL
'0613H052','52','','Lichterfelde','12205','Baseler Straße','136','17496','11291',13.294586369000000000,52.428390902000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5360,0,3,NULL,NULL
'0613H053','53','','Lichterfelde','12205','Baseler Straße','139','17500','11178',13.294652802000000000,52.427375586000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5361,0,3,NULL,NULL
'0613H054','54','','Lichterfelde','12205','Baseler Straße','150','17490','11168',13.294506468000000000,52.427285308000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5362,0,3,NULL,NULL
'0613H055','55','','Lichterfelde','12205','Baseler Straße','163','17492','11027',13.294545390000000000,52.426018285000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5363,0,3,NULL,NULL
'0613H056','56','','Lichterfelde','12205','Baseler Straße','166','17485','10984',13.294445390000000000,52.425631574000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5364,0,3,NULL,NULL
'0613H057','57','','Lichterfelde','12205','Baseler Straße','168','17481','10973',13.294387332000000000,52.425532557000000000,'','Tilia platyphyllos','Sommer-Linde','','','x','','','','Baumbügel erforderlich',NULL,NULL,5365,0,3,NULL,NULL
